SEQ='MG'     NUCCHG=20                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 142855443.7   NPRNTI= 3   NPRNTF= 5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S1                 (2)0( 0.5)        0.0 
     2          3P1                 (2)1( 0.5)   174263.9 
     3          3P1                 (2)1( 1.5)   179087.9 
     4          3D1                 (2)2( 1.5)   423307.4*
     5          3D1                 (2)2( 2.5)   423771.3*

   IC RESOLVED LEVEL INDEXING           BWNR= 144375973.8   NLVL= 482
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
    28       4.60E-13  3.23E-13  1.99E-13  1.35E-13  8.91E-14  4.69E-14  2.61E-14  1.31E-14  4.53E-15  1.84E-15
             7.03E-16  1.87E-16  6.75E-17  2.41E-17  6.13E-18  2.17E-18  7.69E-19  1.95E-19  6.88E-20
    29       1.06E-13  7.51E-14  4.76E-14  3.37E-14  2.39E-14  1.53E-14  1.09E-14  7.81E-15  5.05E-15  3.64E-15
             2.62E-15  1.69E-15  1.19E-15  8.12E-16  4.48E-16  2.63E-16  1.42E-16  5.60E-17  2.56E-17
    30       3.63E-13  2.57E-13  1.63E-13  1.15E-13  8.19E-14  5.25E-14  3.78E-14  2.75E-14  1.83E-14  1.33E-14
             9.48E-15  5.56E-15  3.38E-15  1.88E-15  7.45E-16  3.35E-16  1.41E-16  4.10E-17  1.55E-17
    31       1.16E-12  8.18E-13  5.17E-13  3.64E-13  2.56E-13  1.60E-13  1.10E-13  7.44E-14  4.16E-14  2.50E-14
             1.39E-14  5.64E-15  2.59E-15  1.10E-15  3.27E-16  1.24E-16  4.58E-17  1.19E-17  4.26E-18
    32       1.49E-12  1.05E-12  6.62E-13  4.64E-13  3.23E-13  1.95E-13  1.29E-13  8.08E-14  3.89E-14  2.01E-14
             9.45E-15  3.06E-15  1.21E-15  4.58E-16  1.21E-16  4.37E-17  1.56E-17  3.97E-18  1.41E-18
    33       1.54E-12  1.08E-12  6.78E-13  4.72E-13  3.24E-13  1.88E-13  1.18E-13  6.82E-14  2.87E-14  1.32E-14
             5.59E-15  1.62E-15  6.04E-16  2.20E-16  5.66E-17  2.01E-17  7.14E-18  1.81E-18  6.40E-19
    34       1.31E-12  9.21E-13  5.73E-13  3.95E-13  2.66E-13  1.48E-13  8.74E-14  4.71E-14  1.78E-14  7.61E-15
             3.03E-15  8.32E-16  3.03E-16  1.09E-16  2.78E-17  9.88E-18  3.50E-18  8.86E-19  3.13E-19
    35       7.67E-13  5.37E-13  3.32E-13  2.26E-13  1.48E-13  7.81E-14  4.35E-14  2.19E-14  7.54E-15  3.06E-15
             1.17E-15  3.12E-16  1.12E-16  4.01E-17  1.02E-17  3.62E-18  1.28E-18  3.24E-19  1.15E-19
    36       2.32E-13  1.62E-13  9.90E-14  6.62E-14  4.24E-14  2.10E-14  1.10E-14  5.21E-15  1.67E-15  6.52E-16
             2.43E-16  6.38E-17  2.28E-17  8.12E-18  2.06E-18  7.30E-19  2.58E-19  6.54E-20  2.31E-20
    37       7.58E-14  5.36E-14  3.39E-14  2.40E-14  1.71E-14  1.09E-14  7.75E-15  5.54E-15  3.56E-15  2.55E-15
             1.83E-15  1.17E-15  8.22E-16  5.59E-16  3.08E-16  1.81E-16  9.77E-17  3.85E-17  1.76E-17
    38       2.59E-13  1.83E-13  1.16E-13  8.23E-14  5.85E-14  3.74E-14  2.69E-14  1.95E-14  1.29E-14  9.37E-15
             6.65E-15  3.88E-15  2.36E-15  1.31E-15  5.19E-16  2.34E-16  9.79E-17  2.86E-17  1.08E-17
    39       8.42E-13  5.95E-13  3.76E-13  2.65E-13  1.86E-13  1.16E-13  7.99E-14  5.38E-14  3.00E-14  1.80E-14
             1.00E-14  4.04E-15  1.85E-15  7.89E-16  2.34E-16  8.86E-17  3.27E-17  8.50E-18  3.04E-18
    40       1.13E-12  7.98E-13  5.02E-13  3.52E-13  2.45E-13  1.48E-13  9.74E-14  6.10E-14  2.93E-14  1.51E-14
             7.09E-15  2.29E-15  9.06E-16  3.43E-16  9.08E-17  3.27E-17  1.17E-17  2.97E-18  1.05E-18
    41       1.24E-12  8.72E-13  5.46E-13  3.80E-13  2.60E-13  1.51E-13  9.46E-14  5.48E-14  2.30E-14  1.06E-14
             4.47E-15  1.29E-15  4.82E-16  1.75E-16  4.52E-17  1.61E-17  5.70E-18  1.44E-18  5.11E-19
    42       1.19E-12  8.36E-13  5.21E-13  3.59E-13  2.41E-13  1.34E-13  7.93E-14  4.27E-14  1.61E-14  6.89E-15
             2.74E-15  7.54E-16  2.75E-16  9.87E-17  2.52E-17  8.94E-18  3.17E-18  8.02E-19  2.84E-19
    43       8.81E-13  6.18E-13  3.81E-13  2.59E-13  1.71E-13  8.97E-14  5.00E-14  2.51E-14  8.66E-15  3.51E-15
             1.34E-15  3.58E-16  1.29E-16  4.61E-17  1.17E-17  4.15E-18  1.47E-18  3.72E-19  1.32E-19
    44       4.48E-13  3.13E-13  1.91E-13  1.28E-13  8.18E-14  4.06E-14  2.13E-14  1.01E-14  3.23E-15  1.26E-15
             4.70E-16  1.23E-16  4.41E-17  1.57E-17  3.99E-18  1.41E-18  4.99E-19  1.26E-19  4.47E-20
    45       1.18E-13  8.19E-14  4.94E-14  3.24E-14  2.01E-14  9.36E-15  4.65E-15  2.08E-15  6.32E-16  2.40E-16
             8.82E-17  2.29E-17  8.16E-18  2.90E-18  7.34E-19  2.60E-19  9.19E-20  2.33E-20  8.22E-21
    46       5.62E-14  3.98E-14  2.52E-14  1.78E-14  1.26E-14  8.04E-15  5.72E-15  4.08E-15  2.60E-15  1.85E-15
             1.32E-15  8.42E-16  5.91E-16  4.01E-16  2.21E-16  1.29E-16  7.00E-17  2.76E-17  1.26E-17
    47       1.93E-13  1.36E-13  8.63E-14  6.11E-14  4.34E-14  2.77E-14  1.99E-14  1.44E-14  9.43E-15  6.83E-15
             4.83E-15  2.82E-15  1.71E-15  9.46E-16  3.75E-16  1.69E-16  7.08E-17  2.06E-17  7.78E-18
    48       6.34E-13  4.48E-13  2.83E-13  1.99E-13  1.40E-13  8.69E-14  5.97E-14  4.01E-14  2.23E-14  1.33E-14
             7.39E-15  2.98E-15  1.37E-15  5.82E-16  1.72E-16  6.53E-17  2.41E-17  6.26E-18  2.24E-18
    49       8.75E-13  6.18E-13  3.89E-13  2.72E-13  1.89E-13  1.14E-13  7.50E-14  4.68E-14  2.24E-14  1.15E-14
             5.41E-15  1.75E-15  6.90E-16  2.61E-16  6.92E-17  2.49E-17  8.88E-18  2.26E-18  8.00E-19
    50       9.97E-13  7.02E-13  4.40E-13  3.06E-13  2.10E-13  1.22E-13  7.59E-14  4.39E-14  1.84E-14  8.46E-15
             3.57E-15  1.03E-15  3.85E-16  1.40E-16  3.60E-17  1.28E-17  4.54E-18  1.15E-18  4.08E-19
    51       1.03E-12  7.27E-13  4.52E-13  3.12E-13  2.10E-13  1.16E-13  6.88E-14  3.70E-14  1.39E-14  5.96E-15
             2.37E-15  6.52E-16  2.38E-16  8.53E-17  2.18E-17  7.73E-18  2.74E-18  6.93E-19  2.45E-19
    52       8.78E-13  6.16E-13  3.80E-13  2.59E-13  1.70E-13  8.95E-14  4.99E-14  2.51E-14  8.62E-15  3.49E-15
             1.34E-15  3.57E-16  1.28E-16  4.58E-17  1.17E-17  4.13E-18  1.46E-18  3.70E-19  1.31E-19
    53       5.76E-13  4.02E-13  2.46E-13  1.64E-13  1.05E-13  5.22E-14  2.74E-14  1.29E-14  4.15E-15  1.62E-15
             6.04E-16  1.58E-16  5.66E-17  2.01E-17  5.11E-18  1.81E-18  6.40E-19  1.62E-19  5.73E-20
    54       2.59E-13  1.80E-13  1.09E-13  7.13E-14  4.42E-14  2.06E-14  1.02E-14  4.58E-15  1.39E-15  5.28E-16
             1.94E-16  5.03E-17  1.79E-17  6.37E-18  1.62E-18  5.72E-19  2.02E-19  5.12E-20  1.81E-20
    55       6.02E-14  4.16E-14  2.47E-14  1.58E-14  9.49E-15  4.16E-15  1.97E-15  8.42E-16  2.45E-16  9.14E-17
             3.32E-17  8.56E-18  3.04E-18  1.08E-18  2.74E-19  9.68E-20  3.42E-20  8.66E-21  3.06E-21

   INREP
   -----
     3       2.74E-11  1.94E-11  1.22E-11  8.63E-12  6.09E-12  3.82E-12  2.67E-12  1.84E-12  1.10E-12  7.25E-13
             4.62E-13  2.41E-13  1.40E-13  7.76E-14  3.30E-14  1.63E-14  7.66E-15  2.64E-15  1.12E-15
     4       1.15E-11  8.15E-12  5.14E-12  3.63E-12  2.55E-12  1.58E-12  1.09E-12  7.37E-13  4.20E-13  2.64E-13
             1.61E-13  7.89E-14  4.43E-14  2.40E-14  1.00E-14  4.92E-15  2.31E-15  7.96E-16  3.38E-16
     5       1.06E-11  7.47E-12  4.71E-12  3.31E-12  2.32E-12  1.42E-12  9.60E-13  6.30E-13  3.41E-13  2.04E-13
             1.18E-13  5.41E-14  2.91E-14  1.51E-14  6.05E-15  2.89E-15  1.33E-15  4.47E-16  1.87E-16
     6       9.23E-12  6.51E-12  4.10E-12  2.87E-12  2.00E-12  1.21E-12  8.01E-13  5.12E-13  2.65E-13  1.53E-13
             8.50E-14  3.74E-14  1.95E-14  9.92E-15  3.86E-15  1.81E-15  8.18E-16  2.71E-16  1.13E-16
     7       7.96E-12  5.61E-12  3.52E-12  2.46E-12  1.70E-12  1.01E-12  6.59E-13  4.11E-13  2.04E-13  1.14E-13
             6.13E-14  2.60E-14  1.33E-14  6.61E-15  2.52E-15  1.17E-15  5.24E-16  1.72E-16  7.12E-17
     8       6.96E-12  4.90E-12  3.07E-12  2.14E-12  1.47E-12  8.58E-13  5.48E-13  3.33E-13  1.59E-13  8.66E-14
             4.54E-14  1.87E-14  9.34E-15  4.59E-15  1.72E-15  7.93E-16  3.53E-16  1.15E-16  4.75E-17
     9       6.18E-12  4.35E-12  2.72E-12  1.88E-12  1.28E-12  7.37E-13  4.62E-13  2.75E-13  1.27E-13  6.74E-14
             3.45E-14  1.38E-14  6.82E-15  3.31E-15  1.23E-15  5.61E-16  2.49E-16  8.07E-17  3.32E-17
    10       5.56E-12  3.91E-12  2.43E-12  1.68E-12  1.13E-12  6.42E-13  3.95E-13  2.30E-13  1.03E-13  5.36E-14
             2.70E-14  1.06E-14  5.14E-15  2.47E-15  9.06E-16  4.12E-16  1.82E-16  5.87E-17  2.41E-17
    11       5.06E-12  3.55E-12  2.20E-12  1.51E-12  1.01E-12  5.63E-13  3.41E-13  1.95E-13  8.54E-14  4.34E-14
             2.15E-14  8.27E-15  3.98E-15  1.89E-15  6.89E-16  3.12E-16  1.37E-16  4.41E-17  1.81E-17
    12       4.64E-12  3.25E-12  2.01E-12  1.37E-12  9.12E-13  4.99E-13  2.97E-13  1.67E-13  7.14E-14  3.58E-14
             1.74E-14  6.61E-15  3.14E-15  1.48E-15  5.36E-16  2.41E-16  1.06E-16  3.40E-17  1.39E-17
    13       4.28E-12  3.00E-12  1.85E-12  1.25E-12  8.26E-13  4.45E-13  2.61E-13  1.44E-13  6.05E-14  2.99E-14
             1.44E-14  5.37E-15  2.53E-15  1.19E-15  4.26E-16  1.91E-16  8.35E-17  2.67E-17  1.09E-17
    14       3.98E-12  2.78E-12  1.71E-12  1.15E-12  7.53E-13  3.99E-13  2.31E-13  1.25E-13  5.17E-14  2.52E-14
             1.20E-14  4.42E-15  2.07E-15  9.65E-16  3.44E-16  1.54E-16  6.71E-17  2.14E-17  8.75E-18
    15       3.73E-12  2.60E-12  1.59E-12  1.07E-12  6.91E-13  3.61E-13  2.06E-13  1.10E-13  4.47E-14  2.16E-14
             1.02E-14  3.71E-15  1.72E-15  7.97E-16  2.82E-16  1.26E-16  5.47E-17  1.75E-17  7.13E-18
    16       3.50E-12  2.44E-12  1.49E-12  9.92E-13  6.37E-13  3.27E-13  1.84E-13  9.76E-14  3.89E-14  1.86E-14
             8.67E-15  3.13E-15  1.44E-15  6.65E-16  2.35E-16  1.04E-16  4.53E-17  1.44E-17  5.88E-18
    17       3.11E-12  2.16E-12  1.30E-12  8.58E-13  5.42E-13  2.71E-13  1.49E-13  7.71E-14  2.99E-14  1.40E-14
             6.45E-15  2.29E-15  1.05E-15  4.78E-16  1.67E-16  7.40E-17  3.20E-17  1.02E-17  4.10E-18
    18       2.79E-12  1.93E-12  1.15E-12  7.51E-13  4.67E-13  2.27E-13  1.23E-13  6.23E-14  2.36E-14  1.09E-14
             4.96E-15  1.74E-15  7.86E-16  3.56E-16  1.24E-16  5.45E-17  2.35E-17  7.42E-18  2.99E-18
    19       2.53E-12  1.75E-12  1.03E-12  6.64E-13  4.06E-13  1.93E-13  1.02E-13  5.11E-14  1.90E-14  8.68E-15
             3.90E-15  1.35E-15  6.06E-16  2.73E-16  9.41E-17  4.13E-17  1.78E-17  5.61E-18  2.28E-18
    20       2.21E-12  1.52E-12  8.82E-13  5.58E-13  3.34E-13  1.54E-13  7.95E-14  3.89E-14  1.41E-14  6.36E-15
             2.82E-15  9.61E-16  4.28E-16  1.91E-16  6.53E-17  2.85E-17  1.22E-17  3.85E-18  1.56E-18
    21       1.89E-12  1.28E-12  7.31E-13  4.52E-13  2.63E-13  1.17E-13  5.89E-14  2.81E-14  9.97E-15  4.41E-15
             1.93E-15  6.46E-16  2.85E-16  1.26E-16  4.27E-17  1.86E-17  7.92E-18  2.48E-18  1.00E-18
    22       1.54E-12  1.03E-12  5.68E-13  3.41E-13  1.92E-13  8.12E-14  3.96E-14  1.84E-14  6.35E-15  2.76E-15
             1.19E-15  3.90E-16  1.70E-16  7.44E-17  2.49E-17  1.08E-17  4.57E-18  1.43E-18  5.74E-19
    23       1.36E-12  9.01E-13  4.87E-13  2.86E-13  1.58E-13  6.52E-14  3.13E-14  1.44E-14  4.87E-15  2.10E-15
             8.95E-16  2.91E-16  1.26E-16  5.49E-17  1.83E-17  7.88E-18  3.34E-18  1.04E-18  4.17E-19
    24       1.16E-12  7.52E-13  3.95E-13  2.26E-13  1.21E-13  4.85E-14  2.28E-14  1.03E-14  3.42E-15  1.46E-15
             6.15E-16  1.98E-16  8.49E-17  3.67E-17  1.22E-17  5.21E-18  2.20E-18  6.81E-19  2.73E-19
    25       1.05E-12  6.73E-13  3.47E-13  1.95E-13  1.03E-13  4.05E-14  1.88E-14  8.40E-15  2.77E-15  1.17E-15
             4.91E-16  1.57E-16  6.71E-17  2.89E-17  9.52E-18  4.07E-18  1.72E-18  5.30E-19  2.12E-19
    26       9.09E-13  5.76E-13  2.89E-13  1.59E-13  8.23E-14  3.15E-14  1.44E-14  6.36E-15  2.07E-15  8.67E-16
             3.62E-16  1.15E-16  4.87E-17  2.09E-17  6.84E-18  2.92E-18  1.23E-18  3.77E-19  1.50E-19
    27       7.97E-13  4.97E-13  2.44E-13  1.32E-13  6.68E-14  2.51E-14  1.13E-14  4.94E-15  1.59E-15  6.62E-16
             2.74E-16  8.65E-17  3.65E-17  1.56E-17  5.09E-18  2.16E-18  9.06E-19  2.78E-19  1.10E-19
    28       6.66E-13  4.06E-13  1.92E-13  1.01E-13  5.03E-14  1.84E-14  8.18E-15  3.52E-15  1.12E-15  4.61E-16
             1.90E-16  5.93E-17  2.49E-17  1.06E-17  3.43E-18  1.45E-18  6.07E-19  1.85E-19  7.33E-20
    29       5.45E-13  3.24E-13  1.48E-13  7.60E-14  3.68E-14  1.31E-14  5.75E-15  2.45E-15  7.66E-16  3.14E-16
             1.28E-16  3.97E-17  1.66E-17  7.01E-18  2.26E-18  9.53E-19  3.97E-19  1.22E-19  4.85E-20
    30       4.01E-13  2.30E-13  9.96E-14  4.93E-14  2.32E-14  7.98E-15  3.43E-15  1.44E-15  4.42E-16  1.79E-16
             7.26E-17  2.22E-17  9.21E-18  3.86E-18  1.23E-18  5.18E-19  2.15E-19  6.56E-20  2.60E-20
    31       3.23E-13  1.80E-13  7.55E-14  3.65E-14  1.68E-14  5.69E-15  2.42E-15  1.00E-15  3.06E-16  1.23E-16
             4.96E-17  1.51E-17  6.22E-18  2.60E-18  8.26E-19  3.46E-19  1.43E-19  4.35E-20  1.72E-20
    32       2.34E-13  1.26E-13  5.04E-14  2.37E-14  1.07E-14  3.51E-15  1.47E-15  6.02E-16  1.81E-16  7.25E-17
             2.90E-17  8.74E-18  3.58E-18  1.49E-18  4.69E-19  1.96E-19  8.08E-20  2.44E-20  9.58E-21
    33       1.82E-13  9.50E-14  3.69E-14  1.70E-14  7.52E-15  2.44E-15  1.01E-15  4.11E-16  1.23E-16  4.88E-17
             1.94E-17  5.82E-18  2.38E-18  9.82E-19  3.08E-19  1.28E-19  5.28E-20  1.59E-20  6.20E-21
    34       1.23E-13  6.22E-14  2.31E-14  1.04E-14  4.51E-15  1.43E-15  5.85E-16  2.36E-16  6.96E-17  2.75E-17
             1.09E-17  3.23E-18  1.31E-18  5.39E-19  1.68E-19  6.97E-20  2.86E-20  8.62E-21  3.40E-21
    35       9.04E-14  4.44E-14  1.60E-14  7.07E-15  3.02E-15  9.45E-16  3.84E-16  1.53E-16  4.50E-17  1.77E-17
             6.97E-18  2.06E-18  8.32E-19  3.40E-19  1.06E-19  4.37E-20  1.79E-20  5.37E-21  2.11E-21
    36       5.50E-14  2.60E-14  9.03E-15  3.90E-15  1.63E-15  5.01E-16  2.01E-16  7.97E-17  2.31E-17  9.03E-18
             3.54E-18  1.04E-18  4.16E-19  1.69E-19  5.23E-20  2.15E-20  8.77E-21  2.62E-21  1.02E-21
    37       3.89E-14  1.80E-14  6.11E-15  2.60E-15  1.08E-15  3.27E-16  1.30E-16  5.13E-17  1.48E-17  5.76E-18
             2.25E-18  6.56E-19  2.62E-19  1.06E-19  3.27E-20  1.34E-20  5.46E-21  1.62E-21  6.29E-22
    38       2.28E-14  1.02E-14  3.36E-15  1.40E-15  5.74E-16  1.72E-16  6.78E-17  2.65E-17  7.59E-18  2.94E-18
             1.14E-18  3.31E-19  1.32E-19  5.31E-20  1.62E-20  6.63E-21  2.69E-21  8.01E-22  3.13E-22
    39       1.53E-14  6.75E-15  2.18E-15  9.00E-16  3.65E-16  1.08E-16  4.24E-17  1.65E-17  4.70E-18  1.81E-18
             7.02E-19  2.03E-19  8.04E-20  3.24E-20  9.85E-21  4.01E-21  1.62E-21  4.81E-22  1.87E-22
    40       8.07E-15  3.47E-15  1.09E-15  4.45E-16  1.78E-16  5.21E-17  2.03E-17  7.87E-18  2.22E-18  8.54E-19
             3.29E-19  9.44E-20  3.73E-20  1.49E-20  4.52E-21  1.83E-21  7.40E-22  2.18E-22  8.42E-23
    41       5.61E-15  2.39E-15  7.43E-16  3.00E-16  1.20E-16  3.48E-17  1.35E-17  5.22E-18  1.47E-18  5.64E-19
             2.17E-19  6.20E-20  2.44E-20  9.76E-21  2.95E-21  1.19E-21  4.80E-22  1.41E-22  5.42E-23
    42       3.28E-15  1.38E-15  4.24E-16  1.70E-16  6.74E-17  1.95E-17  7.55E-18  2.90E-18  8.15E-19  3.11E-19
             1.19E-19  3.40E-20  1.34E-20  5.33E-21  1.60E-21  6.48E-22  2.61E-22  7.69E-23  2.99E-23

                                                                                     --------------------------
                                                                                     PRTF= 3  LVLPRT= (2P  1.5)
   ILREP
   -----
     7       1.01E-13  7.12E-14  4.51E-14  3.19E-14  2.26E-14  1.44E-14  1.03E-14  7.41E-15  4.87E-15  3.60E-15
             2.67E-15  1.79E-15  1.30E-15  8.99E-16  5.04E-16  2.97E-16  1.61E-16  6.36E-17  2.91E-17
     8       1.21E-12  8.56E-13  5.42E-13  3.84E-13  2.72E-13  1.74E-13  1.25E-13  9.04E-14  5.99E-14  4.39E-14
             3.14E-14  1.86E-14  1.14E-14  6.36E-15  2.53E-15  1.14E-15  4.79E-16  1.40E-16  5.28E-17
     9       2.41E-12  1.71E-12  1.08E-12  7.60E-13  5.34E-13  3.33E-13  2.30E-13  1.55E-13  8.74E-14  5.28E-14
             2.95E-14  1.20E-14  5.52E-15  2.36E-15  7.01E-16  2.66E-16  9.82E-17  2.56E-17  9.14E-18
    10       1.28E-12  9.01E-13  5.67E-13  3.98E-13  2.77E-13  1.68E-13  1.11E-13  6.99E-14  3.39E-14  1.77E-14
             8.36E-15  2.73E-15  1.08E-15  4.10E-16  1.09E-16  3.92E-17  1.40E-17  3.56E-18  1.26E-18
    11       1.55E-14  1.10E-14  6.94E-15  4.91E-15  3.49E-15  2.22E-15  1.59E-15  1.15E-15  7.60E-16  5.60E-16
             4.14E-16  2.75E-16  1.97E-16  1.36E-16  7.59E-17  4.46E-17  2.42E-17  9.56E-18  4.36E-18
    12       2.99E-13  2.11E-13  1.34E-13  9.48E-14  6.74E-14  4.32E-14  3.11E-14  2.27E-14  1.52E-14  1.12E-14
             8.08E-15  4.79E-15  2.94E-15  1.64E-15  6.52E-16  2.94E-16  1.23E-16  3.60E-17  1.36E-17
    13       5.62E-13  3.97E-13  2.51E-13  1.77E-13  1.25E-13  7.79E-14  5.39E-14  3.66E-14  2.07E-14  1.25E-14
             7.03E-15  2.87E-15  1.32E-15  5.65E-16  1.68E-16  6.37E-17  2.35E-17  6.12E-18  2.19E-18
    14       5.48E-13  3.86E-13  2.43E-13  1.71E-13  1.19E-13  7.21E-14  4.78E-14  3.02E-14  1.47E-14  7.66E-15
             3.63E-15  1.18E-15  4.69E-16  1.78E-16  4.73E-17  1.70E-17  6.07E-18  1.55E-18  5.47E-19
    16       2.73E-15  1.93E-15  1.22E-15  8.65E-16  6.14E-16  3.93E-16  2.82E-16  2.04E-16  1.35E-16  9.90E-17
             7.28E-17  4.79E-17  3.42E-17  2.35E-17  1.31E-17  7.67E-18  4.16E-18  1.64E-18  7.49E-19
    17       5.78E-14  4.09E-14  2.59E-14  1.84E-14  1.31E-14  8.40E-15  6.08E-15  4.46E-15  3.01E-15  2.23E-15
             1.60E-15  9.53E-16  5.84E-16  3.25E-16  1.30E-16  5.84E-17  2.45E-17  7.15E-18  2.70E-18
    18       1.23E-13  8.73E-14  5.51E-14  3.89E-14  2.74E-14  1.72E-14  1.19E-14  8.10E-15  4.59E-15  2.79E-15
             1.57E-15  6.39E-16  2.94E-16  1.26E-16  3.74E-17  1.42E-17  5.24E-18  1.37E-18  4.88E-19
    19       1.76E-13  1.24E-13  7.81E-14  5.48E-14  3.82E-14  2.32E-14  1.54E-14  9.74E-15  4.75E-15  2.48E-15
             1.17E-15  3.82E-16  1.52E-16  5.75E-17  1.53E-17  5.50E-18  1.96E-18  4.99E-19  1.77E-19
    22       6.06E-16  4.28E-16  2.71E-16  1.92E-16  1.37E-16  8.76E-17  6.30E-17  4.57E-17  3.01E-17  2.21E-17
             1.61E-17  1.05E-17  7.49E-18  5.13E-18  2.85E-18  1.67E-18  9.05E-19  3.57E-19  1.63E-19
    23       1.37E-14  9.68E-15  6.13E-15  4.35E-15  3.10E-15  2.00E-15  1.45E-15  1.07E-15  7.23E-16  5.35E-16
             3.86E-16  2.29E-16  1.40E-16  7.79E-17  3.10E-17  1.40E-17  5.86E-18  1.71E-18  6.45E-19
    24       3.12E-14  2.20E-14  1.39E-14  9.83E-15  6.93E-15  4.35E-15  3.02E-15  2.06E-15  1.17E-15  7.11E-16
             3.99E-16  1.63E-16  7.51E-17  3.21E-17  9.55E-18  3.62E-18  1.34E-18  3.48E-19  1.24E-19
    25       5.43E-14  3.83E-14  2.41E-14  1.70E-14  1.18E-14  7.20E-15  4.79E-15  3.03E-15  1.48E-15  7.71E-16
             3.65E-16  1.19E-16  4.72E-17  1.79E-17  4.75E-18  1.71E-18  6.11E-19  1.55E-19  5.50E-20
    29       1.65E-16  1.17E-16  7.40E-17  5.25E-17  3.73E-17  2.40E-17  1.73E-17  1.25E-17  8.25E-18  6.02E-18
             4.38E-18  2.85E-18  2.02E-18  1.38E-18  7.64E-19  4.48E-19  2.42E-19  9.57E-20  4.37E-20
    30       3.95E-15  2.80E-15  1.77E-15  1.26E-15  8.99E-16  5.81E-16  4.23E-16  3.12E-16  2.11E-16  1.56E-16
             1.12E-16  6.65E-17  4.07E-17  2.26E-17  9.00E-18  4.05E-18  1.70E-18  4.97E-19  1.87E-19
    31       9.16E-15  6.47E-15  4.09E-15  2.89E-15  2.04E-15  1.28E-15  8.93E-16  6.10E-16  3.47E-16  2.11E-16
             1.18E-16  4.83E-17  2.23E-17  9.52E-18  2.83E-18  1.07E-18  3.96E-19  1.03E-19  3.68E-20
    32       1.79E-14  1.26E-14  7.96E-15  5.60E-15  3.91E-15  2.38E-15  1.59E-15  1.01E-15  4.92E-16  2.57E-16
             1.21E-16  3.96E-17  1.57E-17  5.95E-18  1.58E-18  5.68E-19  2.03E-19  5.16E-20  1.83E-20
    37       5.27E-17  3.73E-17  2.37E-17  1.68E-17  1.20E-17  7.71E-18  5.57E-18  4.04E-18  2.66E-18  1.93E-18
             1.40E-18  9.07E-19  6.41E-19  4.37E-19  2.42E-19  1.42E-19  7.67E-20  3.03E-20  1.38E-20
    38       1.32E-15  9.36E-16  5.94E-16  4.22E-16  3.01E-16  1.95E-16  1.42E-16  1.05E-16  7.12E-17  5.26E-17
             3.78E-17  2.23E-17  1.36E-17  7.58E-18  3.01E-18  1.36E-18  5.69E-19  1.66E-19  6.27E-20
    39       3.08E-15  2.18E-15  1.38E-15  9.74E-16  6.88E-16  4.33E-16  3.02E-16  2.07E-16  1.18E-16  7.16E-17
             4.02E-17  1.64E-17  7.54E-18  3.22E-18  9.58E-19  3.64E-19  1.34E-19  3.49E-20  1.25E-20
    40       6.46E-15  4.56E-15  2.88E-15  2.02E-15  1.41E-15  8.64E-16  5.77E-16  3.66E-16  1.79E-16  9.34E-17
             4.42E-17  1.44E-17  5.71E-18  2.16E-18  5.75E-19  2.07E-19  7.38E-20  1.88E-20  6.65E-21
    46       1.91E-17  1.35E-17  8.58E-18  6.10E-18  4.35E-18  2.81E-18  2.03E-18  1.48E-18  9.70E-19  7.04E-19
             5.09E-19  3.28E-19  2.31E-19  1.58E-19  8.72E-20  5.11E-20  2.76E-20  1.09E-20  4.97E-21
    47       4.95E-16  3.50E-16  2.22E-16  1.58E-16  1.13E-16  7.35E-17  5.37E-17  3.97E-17  2.69E-17  1.98E-17
             1.42E-17  8.39E-18  5.12E-18  2.84E-18  1.13E-18  5.09E-19  2.13E-19  6.23E-20  2.35E-20
    48       1.16E-15  8.18E-16  5.18E-16  3.66E-16  2.59E-16  1.64E-16  1.14E-16  7.84E-17  4.47E-17  2.72E-17
             1.53E-17  6.22E-18  2.86E-18  1.22E-18  3.63E-19  1.38E-19  5.08E-20  1.32E-20  4.73E-21
    49       2.54E-15  1.80E-15  1.13E-15  7.98E-16  5.59E-16  3.42E-16  2.29E-16  1.46E-16  7.12E-17  3.72E-17
             1.76E-17  5.73E-18  2.27E-18  8.61E-19  2.29E-19  8.23E-20  2.94E-20  7.47E-21  2.65E-21

   INREP
   -----
     4       5.00E-12  3.53E-12  2.23E-12  1.57E-12  1.11E-12  6.89E-13  4.76E-13  3.23E-13  1.86E-13  1.18E-13
             7.19E-14  3.50E-14  1.92E-14  9.99E-15  3.83E-15  1.74E-15  7.49E-16  2.32E-16  9.19E-17
     5       1.42E-12  1.01E-12  6.35E-13  4.48E-13  3.15E-13  1.95E-13  1.34E-13  9.06E-14  5.13E-14  3.20E-14
             1.91E-14  9.09E-15  4.90E-15  2.50E-15  9.39E-16  4.17E-16  1.76E-16  5.30E-17  2.06E-17
     6       3.60E-13  2.54E-13  1.60E-13  1.13E-13  7.93E-14  4.92E-14  3.37E-14  2.25E-14  1.25E-14  7.59E-15
             4.41E-15  2.02E-15  1.06E-15  5.29E-16  1.94E-16  8.53E-17  3.57E-17  1.06E-17  4.09E-18
