SEQ='B '     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 480950912.6   NPRNTI= 4   NPRNTF=10
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
             1.31E-13  5.98E-14  3.00E-14  1.39E-14  4.50E-15  1.80E-15  6.89E-16  1.85E-16  6.72E-17
    13       1.39E-11  9.85E-12  6.21E-12  4.38E-12  3.07E-12  1.90E-12  1.30E-12  8.59E-13  4.61E-13  2.64E-13
             1.39E-13  5.14E-14  2.20E-14  8.83E-15  2.46E-15  9.03E-16  3.26E-16  8.36E-17  2.97E-17
    14       1.46E-11  1.03E-11  6.48E-12  4.54E-12  3.16E-12  1.90E-12  1.25E-12  7.81E-13  3.72E-13  1.90E-13
             8.81E-14  2.80E-14  1.09E-14  4.10E-15  1.08E-15  3.87E-16  1.38E-16  3.50E-17  1.24E-17
    15       7.90E-12  5.56E-12  3.48E-12  2.43E-12  1.66E-12  9.68E-13  6.06E-13  3.52E-13  1.48E-13  6.86E-14
             2.90E-14  8.42E-15  3.14E-15  1.14E-15  2.94E-16  1.05E-16  3.71E-17  9.42E-18  3.33E-18
    16       1.62E-12  1.14E-12  7.23E-13  5.10E-13  3.60E-13  2.27E-13  1.59E-13  1.11E-13  6.77E-14  4.58E-14
             3.02E-14  1.67E-14  1.01E-14  5.76E-15  2.49E-15  1.23E-15  5.67E-16  1.89E-16  7.79E-17
    17       5.31E-12  3.75E-12  2.37E-12  1.67E-12  1.18E-12  7.38E-13  5.14E-13  3.53E-13  2.07E-13  1.31E-13
             7.87E-14  3.57E-14  1.78E-14  8.24E-15  2.67E-15  1.06E-15  4.07E-16  1.09E-16  3.97E-17
    18       8.98E-12  6.34E-12  4.00E-12  2.82E-12  1.98E-12  1.22E-12  8.33E-13  5.51E-13  2.94E-13  1.68E-13
             8.80E-14  3.25E-14  1.39E-14  5.56E-15  1.55E-15  5.68E-16  2.05E-16  5.26E-17  1.87E-17
    19       1.09E-11  7.67E-12  4.83E-12  3.38E-12  2.35E-12  1.42E-12  9.32E-13  5.81E-13  2.76E-13  1.41E-13
             6.52E-14  2.07E-14  8.09E-15  3.03E-15  7.97E-16  2.86E-16  1.02E-16  2.58E-17  9.15E-18
    20       8.99E-12  6.34E-12  3.97E-12  2.76E-12  1.90E-12  1.10E-12  6.91E-13  4.01E-13  1.69E-13  7.81E-14
             3.30E-14  9.57E-15  3.57E-15  1.30E-15  3.35E-16  1.19E-16  4.22E-17  1.07E-17  3.79E-18
    21       3.89E-12  2.73E-12  1.70E-12  1.17E-12  7.90E-13  4.39E-13  2.60E-13  1.40E-13  5.29E-14  2.27E-14
             9.02E-15  2.48E-15  9.04E-16  3.25E-16  8.30E-17  2.94E-17  1.04E-17  2.64E-18  9.34E-19
    22       1.08E-12  7.62E-13  4.82E-13  3.40E-13  2.40E-13  1.50E-13  1.05E-13  7.29E-14  4.41E-14  2.96E-14
             1.94E-14  1.06E-14  6.39E-15  3.64E-15  1.57E-15  7.72E-16  3.57E-16  1.19E-16  4.90E-17
    23       3.54E-12  2.50E-12  1.58E-12  1.11E-12  7.84E-13  4.90E-13  3.40E-13  2.33E-13  1.35E-13  8.54E-14
             5.09E-14  2.30E-14  1.14E-14  5.27E-15  1.70E-15  6.79E-16  2.60E-16  6.98E-17  2.53E-17
    24       6.11E-12  4.32E-12  2.72E-12  1.92E-12  1.34E-12  8.29E-13  5.64E-13  3.72E-13  1.98E-13  1.13E-13
             5.88E-14  2.16E-14  9.23E-15  3.70E-15  1.03E-15  3.77E-16  1.36E-16  3.49E-17  1.24E-17
    25       7.96E-12  5.62E-12  3.53E-12  2.48E-12  1.72E-12  1.04E-12  6.81E-13  4.24E-13  2.01E-13  1.02E-13
             4.73E-14  1.50E-14  5.85E-15  2.19E-15  5.76E-16  2.07E-16  7.36E-17  1.87E-17  6.62E-18
    26       7.91E-12  5.57E-12  3.49E-12  2.43E-12  1.67E-12  9.70E-13  6.07E-13  3.52E-13  1.48E-13  6.85E-14
             2.89E-14  8.39E-15  3.13E-15  1.14E-15  2.93E-16  1.04E-16  3.70E-17  9.37E-18  3.32E-18
    27       5.45E-12  3.83E-12  2.39E-12  1.64E-12  1.11E-12  6.15E-13  3.64E-13  1.96E-13  7.41E-14  3.17E-14
             1.26E-14  3.47E-15  1.27E-15  4.55E-16  1.16E-16  4.12E-17  1.46E-17  3.70E-18  1.31E-18
    28       1.94E-12  1.36E-12  8.41E-13  5.72E-13  3.76E-13  1.98E-13  1.10E-13  5.55E-14  1.91E-14  7.75E-15
             2.97E-15  7.91E-16  2.85E-16  1.02E-16  2.59E-17  9.17E-18  3.25E-18  8.22E-19  2.91E-19
    29       7.62E-13  5.38E-13  3.40E-13  2.40E-13  1.69E-13  1.06E-13  7.36E-14  5.07E-14  3.04E-14  2.03E-14
             1.32E-14  7.17E-15  4.31E-15  2.45E-15  1.05E-15  5.18E-16  2.39E-16  7.95E-17  3.28E-17
    30       2.49E-12  1.76E-12  1.11E-12  7.85E-13  5.52E-13  3.44E-13  2.38E-13  1.62E-13  9.33E-14  5.86E-14
             3.48E-14  1.56E-14  7.77E-15  3.57E-15  1.15E-15  4.59E-16  1.75E-16  4.72E-17  1.71E-17
    31       4.35E-12  3.07E-12  1.94E-12  1.36E-12  9.56E-13  5.89E-13  3.99E-13  2.62E-13  1.39E-13  7.89E-14
             4.10E-14  1.50E-14  6.41E-15  2.56E-15  7.12E-16  2.61E-16  9.44E-17  2.42E-17  8.59E-18
    32       5.91E-12  4.17E-12  2.62E-12  1.84E-12  1.28E-12  7.68E-13  5.04E-13  3.13E-13  1.48E-13  7.52E-14
             3.47E-14  1.10E-14  4.29E-15  1.60E-15  4.22E-16  1.51E-16  5.38E-17  1.37E-17  4.84E-18
    33       6.49E-12  4.57E-12  2.86E-12  1.99E-12  1.37E-12  7.94E-13  4.97E-13  2.88E-13  1.21E-13  5.59E-14
             2.36E-14  6.84E-15  2.55E-15  9.27E-16  2.39E-16  8.50E-17  3.01E-17  7.64E-18  2.70E-18
    34       5.53E-12  3.89E-12  2.42E-12  1.67E-12  1.12E-12  6.24E-13  3.69E-13  1.99E-13  7.50E-14  3.21E-14
             1.28E-14  3.51E-15  1.28E-15  4.60E-16  1.18E-16  4.17E-17  1.48E-17  3.74E-18  1.32E-18
    35       3.24E-12  2.27E-12  1.40E-12  9.53E-13  6.27E-13  3.30E-13  1.84E-13  9.24E-14  3.18E-14  1.29E-14
             4.94E-15  1.32E-15  4.75E-16  1.69E-16  4.31E-17  1.53E-17  5.41E-18  1.37E-18  4.84E-19
    36       9.80E-13  6.84E-13  4.18E-13  2.80E-13  1.79E-13  8.87E-14  4.66E-14  2.20E-14  7.05E-15  2.75E-15
             1.03E-15  2.69E-16  9.64E-17  3.43E-17  8.71E-18  3.08E-18  1.09E-18  2.76E-19  9.76E-20
    37       5.62E-13  3.97E-13  2.51E-13  1.77E-13  1.24E-13  7.75E-14  5.37E-14  3.68E-14  2.19E-14  1.45E-14
             9.39E-15  5.07E-15  3.04E-15  1.72E-15  7.41E-16  3.64E-16  1.68E-16  5.58E-17  2.30E-17
    38       1.84E-12  1.30E-12  8.19E-13  5.77E-13  4.05E-13  2.52E-13  1.74E-13  1.17E-13  6.72E-14  4.20E-14
             2.48E-14  1.11E-14  5.51E-15  2.53E-15  8.15E-16  3.24E-16  1.24E-16  3.33E-17  1.21E-17
    39       3.22E-12  2.28E-12  1.43E-12  1.01E-12  7.06E-13  4.34E-13  2.94E-13  1.92E-13  1.01E-13  5.72E-14
             2.97E-14  1.09E-14  4.62E-15  1.85E-15  5.13E-16  1.88E-16  6.79E-17  1.74E-17  6.18E-18
    40       4.48E-12  3.16E-12  1.99E-12  1.39E-12  9.68E-13  5.81E-13  3.80E-13  2.36E-13  1.11E-13  5.63E-14
             2.60E-14  8.21E-15  3.20E-15  1.20E-15  3.15E-16  1.13E-16  4.02E-17  1.02E-17  3.61E-18
    41       5.22E-12  3.68E-12  2.31E-12  1.60E-12  1.10E-12  6.39E-13  3.99E-13  2.31E-13  9.70E-14  4.47E-14
             1.89E-14  5.46E-15  2.04E-15  7.40E-16  1.91E-16  6.78E-17  2.41E-17  6.10E-18  2.16E-18
    42       5.02E-12  3.53E-12  2.20E-12  1.51E-12  1.02E-12  5.66E-13  3.35E-13  1.80E-13  6.80E-14  2.91E-14
             1.16E-14  3.18E-15  1.16E-15  4.17E-16  1.06E-16  3.78E-17  1.34E-17  3.39E-18  1.20E-18
    43       3.72E-12  2.61E-12  1.61E-12  1.09E-12  7.20E-13  3.79E-13  2.11E-13  1.06E-13  3.66E-14  1.48E-14
             5.67E-15  1.51E-15  5.45E-16  1.95E-16  4.95E-17  1.75E-17  6.21E-18  1.57E-18  5.56E-19
    44       1.89E-12  1.32E-12  8.07E-13  5.40E-13  3.46E-13  1.71E-13  9.01E-14  4.25E-14  1.36E-14  5.32E-15
             1.99E-15  5.20E-16  1.86E-16  6.63E-17  1.68E-17  5.96E-18  2.11E-18  5.33E-19  1.89E-19
    45       4.98E-13  3.46E-13  2.08E-13  1.37E-13  8.48E-14  3.95E-14  1.97E-14  8.80E-15  2.67E-15  1.01E-15
             3.73E-16  9.66E-17  3.44E-17  1.22E-17  3.10E-18  1.10E-18  3.88E-19  9.82E-20  3.47E-20
    46       4.29E-13  3.03E-13  1.91E-13  1.35E-13  9.45E-14  5.87E-14  4.05E-14  2.76E-14  1.63E-14  1.07E-14
             6.92E-15  3.72E-15  2.22E-15  1.26E-15  5.40E-16  2.65E-16  1.22E-16  4.07E-17  1.68E-17
    47       1.40E-12  9.88E-13  6.23E-13  4.39E-13  3.08E-13  1.91E-13  1.31E-13  8.81E-14  5.01E-14  3.11E-14
             1.83E-14  8.16E-15  4.05E-15  1.86E-15  5.97E-16  2.38E-16  9.08E-17  2.44E-17  8.85E-18
    48       2.46E-12  1.74E-12  1.09E-12  7.70E-13  5.38E-13  3.30E-13  2.22E-13  1.45E-13  7.59E-14  4.28E-14
             2.21E-14  8.08E-15  3.44E-15  1.37E-15  3.81E-16  1.40E-16  5.04E-17  1.29E-17  4.59E-18
    49       3.48E-12  2.45E-12  1.54E-12  1.08E-12  7.49E-13  4.49E-13  2.93E-13  1.81E-13  8.50E-14  4.30E-14
             1.98E-14  6.26E-15  2.44E-15  9.12E-16  2.40E-16  8.59E-17  3.06E-17  7.77E-18  2.75E-18
    50       4.21E-12  2.97E-12  1.86E-12  1.29E-12  8.85E-13  5.13E-13  3.21E-13  1.85E-13  7.76E-14  3.57E-14
             1.51E-14  4.36E-15  1.62E-15  5.91E-16  1.52E-16  5.41E-17  1.92E-17  4.86E-18  1.72E-18
    51       4.36E-12  3.07E-12  1.91E-12  1.32E-12  8.86E-13  4.92E-13  2.91E-13  1.56E-13  5.89E-14  2.52E-14
             1.00E-14  2.75E-15  1.00E-15  3.60E-16  9.20E-17  3.26E-17  1.16E-17  2.93E-18  1.04E-18
    52       3.71E-12  2.60E-12  1.61E-12  1.09E-12  7.18E-13  3.78E-13  2.11E-13  1.06E-13  3.64E-14  1.48E-14
             5.65E-15  1.51E-15  5.42E-16  1.94E-16  4.93E-17  1.74E-17  6.18E-18  1.56E-18  5.53E-19
    53       2.43E-12  1.70E-12  1.04E-12  6.94E-13  4.44E-13  2.20E-13  1.16E-13  5.46E-14  1.75E-14  6.83E-15
             2.55E-15  6.68E-16  2.39E-16  8.50E-17  2.16E-17  7.64E-18  2.70E-18  6.84E-19  2.42E-19
    54       1.09E-12  7.61E-13  4.59E-13  3.01E-13  1.87E-13  8.70E-14  4.33E-14  1.94E-14  5.87E-15  2.23E-15
             8.20E-16  2.12E-16  7.57E-17  2.69E-17  6.82E-18  2.41E-18  8.54E-19  2.16E-19  7.64E-20
    55       2.54E-13  1.76E-13  1.04E-13  6.69E-14  4.01E-14  1.76E-14  8.31E-15  3.55E-15  1.04E-15  3.86E-16
             1.40E-16  3.61E-17  1.29E-17  4.56E-18  1.15E-18  4.09E-19  1.44E-19  3.66E-20  1.29E-20

   INREP
   -----
     2       9.69E-11  6.85E-11  4.33E-11  3.06E-11  2.16E-11  1.36E-11  9.49E-12  6.58E-12  3.95E-12  2.59E-12
             1.62E-12  7.91E-13  4.26E-13  2.14E-13  7.89E-14  3.49E-14  1.48E-14  4.50E-15  1.77E-15
     3       6.69E-11  4.73E-11  2.98E-11  2.11E-11  1.48E-11  9.25E-12  6.41E-12  4.36E-12  2.51E-12  1.57E-12
             9.28E-13  4.24E-13  2.19E-13  1.07E-13  3.90E-14  1.72E-14  7.34E-15  2.25E-15  8.90E-16
     4       5.69E-11  4.02E-11  2.54E-11  1.79E-11  1.25E-11  7.73E-12  5.27E-12  3.49E-12  1.90E-12  1.13E-12
             6.26E-13  2.63E-13  1.28E-13  5.99E-14  2.06E-14  8.83E-15  3.67E-15  1.10E-15  4.30E-16
     5       4.77E-11  3.36E-11  2.12E-11  1.49E-11  1.04E-11  6.34E-12  4.25E-12  2.75E-12  1.43E-12  8.17E-13
             4.38E-13  1.76E-13  8.31E-14  3.77E-14  1.26E-14  5.28E-15  2.16E-15  6.36E-16  2.46E-16
     6       3.97E-11  2.80E-11  1.76E-11  1.23E-11  8.55E-12  5.15E-12  3.39E-12  2.14E-12  1.07E-12  5.87E-13
             3.04E-13  1.17E-13  5.42E-14  2.41E-14  7.87E-15  3.27E-15  1.33E-15  3.88E-16  1.49E-16
     7       3.40E-11  2.40E-11  1.50E-11  1.05E-11  7.24E-12  4.29E-12  2.77E-12  1.71E-12  8.20E-13  4.38E-13
             2.21E-13  8.26E-14  3.74E-14  1.64E-14  5.28E-15  2.17E-15  8.75E-16  2.54E-16  9.76E-17
     8       2.97E-11  2.10E-11  1.31E-11  9.12E-12  6.25E-12  3.64E-12  2.31E-12  1.39E-12  6.46E-13  3.37E-13
             1.66E-13  6.06E-14  2.71E-14  1.17E-14  3.72E-15  1.52E-15  6.10E-16  1.76E-16  6.75E-17
     9       2.65E-11  1.86E-11  1.16E-11  8.05E-12  5.47E-12  3.14E-12  1.96E-12  1.15E-12  5.19E-13  2.65E-13
             1.28E-13  4.59E-14  2.02E-14  8.68E-15  2.73E-15  1.11E-15  4.43E-16  1.28E-16  4.87E-17
    10       2.38E-11  1.67E-11  1.04E-11  7.18E-12  4.85E-12  2.74E-12  1.68E-12  9.68E-13  4.25E-13  2.13E-13
             1.01E-13  3.56E-14  1.56E-14  6.62E-15  2.07E-15  8.37E-16  3.32E-16  9.54E-17  3.63E-17
    11       2.17E-11  1.52E-11  9.44E-12  6.47E-12  4.34E-12  2.41E-12  1.45E-12  8.22E-13  3.52E-13  1.74E-13
             8.16E-14  2.83E-14  1.22E-14  5.17E-15  1.60E-15  6.47E-16  2.56E-16  7.33E-17  2.79E-17
    12       1.99E-11  1.39E-11  8.61E-12  5.88E-12  3.90E-12  2.13E-12  1.27E-12  7.05E-13  2.96E-13  1.44E-13
             6.67E-14  2.29E-14  9.83E-15  4.13E-15  1.27E-15  5.11E-16  2.02E-16  5.76E-17  2.19E-17
    13       1.83E-11  1.28E-11  7.91E-12  5.37E-12  3.54E-12  1.90E-12  1.11E-12  6.10E-13  2.51E-13  1.21E-13
             5.54E-14  1.88E-14  8.01E-15  3.35E-15  1.03E-15  4.11E-16  1.62E-16  4.61E-17  1.75E-17
    14       1.70E-11  1.19E-11  7.30E-12  4.93E-12  3.22E-12  1.70E-12  9.83E-13  5.32E-13  2.15E-13  1.02E-13
             4.65E-14  1.56E-14  6.63E-15  2.76E-15  8.41E-16  3.36E-16  1.32E-16  3.75E-17  1.42E-17
    15       1.59E-11  1.11E-11  6.80E-12  4.56E-12  2.95E-12  1.54E-12  8.77E-13  4.68E-13  1.86E-13  8.76E-14
             3.95E-14  1.31E-14  5.55E-15  2.30E-15  6.99E-16  2.78E-16  1.09E-16  3.10E-17  1.17E-17
    16       1.49E-11  1.04E-11  6.34E-12  4.23E-12  2.72E-12  1.39E-12  7.84E-13  4.13E-13  1.62E-13  7.55E-14
             3.38E-14  1.12E-14  4.69E-15  1.94E-15  5.86E-16  2.33E-16  9.14E-17  2.59E-17  9.78E-18
    17       1.32E-11  9.20E-12  5.54E-12  3.65E-12  2.31E-12  1.15E-12  6.33E-13  3.27E-13  1.25E-13  5.73E-14
             2.53E-14  8.26E-15  3.45E-15  1.42E-15  4.26E-16  1.69E-16  6.59E-17  1.86E-17  7.00E-18
    18       1.19E-11  8.23E-12  4.91E-12  3.20E-12  1.99E-12  9.69E-13  5.22E-13  2.64E-13  9.90E-14  4.48E-14
             1.96E-14  6.32E-15  2.62E-15  1.07E-15  3.20E-16  1.26E-16  4.93E-17  1.39E-17  5.20E-18
    19       1.08E-11  7.44E-12  4.39E-12  2.83E-12  1.73E-12  8.23E-13  4.35E-13  2.17E-13  7.98E-14  3.57E-14
             1.55E-14  4.95E-15  2.04E-15  8.29E-16  2.47E-16  9.73E-17  3.78E-17  1.06E-17  4.00E-18
    20       9.41E-12  6.44E-12  3.75E-12  2.38E-12  1.42E-12  6.55E-13  3.39E-13  1.65E-13  5.95E-14  2.63E-14
             1.13E-14  3.56E-15  1.46E-15  5.89E-16  1.74E-16  6.84E-17  2.65E-17  7.43E-18  2.79E-18
    21       8.03E-12  5.45E-12  3.10E-12  1.92E-12  1.12E-12  4.98E-13  2.51E-13  1.20E-13  4.20E-14  1.83E-14
             7.75E-15  2.42E-15  9.82E-16  3.94E-16  1.16E-16  4.54E-17  1.75E-17  4.90E-18  1.84E-18
    22       6.53E-12  4.37E-12  2.41E-12  1.45E-12  8.14E-13  3.45E-13  1.69E-13  7.83E-14  2.68E-14  1.15E-14
             4.79E-15  1.47E-15  5.94E-16  2.37E-16  6.92E-17  2.69E-17  1.04E-17  2.88E-18  1.08E-18
    23       5.78E-12  3.82E-12  2.07E-12  1.22E-12  6.71E-13  2.77E-13  1.33E-13  6.11E-14  2.06E-14  8.72E-15
             3.62E-15  1.11E-15  4.44E-16  1.76E-16  5.13E-17  1.99E-17  7.66E-18  2.13E-18  7.95E-19
    24       4.90E-12  3.19E-12  1.68E-12  9.60E-13  5.16E-13  2.06E-13  9.70E-14  4.37E-14  1.44E-14  6.07E-15
             2.50E-15  7.55E-16  3.02E-16  1.19E-16  3.45E-17  1.34E-17  5.13E-18  1.42E-18  5.30E-19
    25       4.43E-12  2.85E-12  1.47E-12  8.29E-13  4.38E-13  1.72E-13  8.00E-14  3.57E-14  1.17E-14  4.88E-15
             2.00E-15  6.01E-16  2.39E-16  9.45E-17  2.73E-17  1.05E-17  4.04E-18  1.12E-18  4.16E-19
    26       3.85E-12  2.44E-12  1.22E-12  6.75E-13  3.49E-13  1.34E-13  6.13E-14  2.70E-14  8.73E-15  3.62E-15
             1.47E-15  4.41E-16  1.75E-16  6.87E-17  1.98E-17  7.63E-18  2.92E-18  8.05E-19  3.00E-19
    27       3.38E-12  2.11E-12  1.03E-12  5.58E-13  2.84E-13  1.06E-13  4.82E-14  2.10E-14  6.72E-15  2.77E-15
             1.12E-15  3.33E-16  1.32E-16  5.17E-17  1.48E-17  5.71E-18  2.18E-18  6.00E-19  2.23E-19
    28       2.82E-12  1.72E-12  8.15E-13  4.30E-13  2.13E-13  7.80E-14  3.47E-14  1.50E-14  4.72E-15  1.93E-15
             7.77E-16  2.30E-16  9.04E-17  3.53E-17  1.01E-17  3.88E-18  1.48E-18  4.06E-19  1.51E-19
    29       2.31E-12  1.37E-12  6.27E-13  3.22E-13  1.56E-13  5.57E-14  2.44E-14  1.04E-14  3.24E-15  1.31E-15
             5.26E-16  1.54E-16  6.05E-17  2.36E-17  6.71E-18  2.57E-18  9.78E-19  2.68E-19  9.97E-20
    30       1.70E-12  9.72E-13  4.21E-13  2.09E-13  9.81E-14  3.38E-14  1.45E-14  6.09E-15  1.87E-15  7.51E-16
             2.98E-16  8.68E-17  3.39E-17  1.31E-17  3.72E-18  1.42E-18  5.39E-19  1.47E-19  5.46E-20
    31       1.37E-12  7.62E-13  3.19E-13  1.55E-13  7.13E-14  2.41E-14  1.03E-14  4.26E-15  1.29E-15  5.17E-16
             2.04E-16  5.91E-17  2.30E-17  8.89E-18  2.51E-18  9.57E-19  3.62E-19  9.89E-20  3.66E-20
    32       9.88E-13  5.32E-13  2.13E-13  1.00E-13  4.51E-14  1.49E-14  6.23E-15  2.56E-15  7.67E-16  3.04E-16
             1.20E-16  3.44E-17  1.33E-17  5.13E-18  1.44E-18  5.48E-19  2.07E-19  5.64E-20  2.08E-20
    33       7.68E-13  4.02E-13  1.56E-13  7.19E-14  3.19E-14  1.03E-14  4.29E-15  1.74E-15  5.19E-16  2.05E-16
             8.02E-17  2.30E-17  8.86E-18  3.40E-18  9.55E-19  3.63E-19  1.37E-19  3.72E-20  1.37E-20
    34       5.21E-13  2.63E-13  9.78E-14  4.40E-14  1.91E-14  6.06E-15  2.48E-15  9.99E-16  2.94E-16  1.15E-16
             4.49E-17  1.28E-17  4.92E-18  1.88E-18  5.26E-19  1.99E-19  7.50E-20  2.04E-20  7.52E-21
    35       3.82E-13  1.88E-13  6.78E-14  2.99E-14  1.28E-14  4.00E-15  1.63E-15  6.50E-16  1.90E-16  7.43E-17
             2.88E-17  8.16E-18  3.13E-18  1.20E-18  3.33E-19  1.26E-19  4.73E-20  1.28E-20  4.73E-21
    36       2.32E-13  1.10E-13  3.82E-14  1.65E-14  6.91E-15  2.12E-15  8.52E-16  3.38E-16  9.78E-17  3.79E-17
             1.46E-17  4.12E-18  1.58E-18  6.00E-19  1.66E-19  6.28E-20  2.35E-20  6.36E-21  2.34E-21
    37       1.65E-13  7.61E-14  2.58E-14  1.10E-14  4.56E-15  1.38E-15  5.52E-16  2.18E-16  6.26E-17  2.42E-17
             9.31E-18  2.61E-18  9.96E-19  3.78E-19  1.05E-19  3.95E-20  1.48E-20  3.98E-21  1.46E-21
    38       9.62E-14  4.32E-14  1.42E-14  5.94E-15  2.43E-15  7.27E-16  2.87E-16  1.12E-16  3.21E-17  1.23E-17
             4.73E-18  1.32E-18  5.02E-19  1.90E-19  5.24E-20  1.97E-20  7.37E-21  1.99E-21  7.30E-22
    39       6.47E-14  2.85E-14  9.20E-15  3.80E-15  1.54E-15  4.57E-16  1.80E-16  7.00E-17  1.99E-17  7.63E-18
             2.91E-18  8.11E-19  3.07E-19  1.16E-19  3.20E-20  1.20E-20  4.48E-21  1.21E-21  4.43E-22
    40       3.41E-14  1.47E-14  4.62E-15  1.88E-15  7.53E-16  2.21E-16  8.61E-17  3.33E-17  9.41E-18  3.59E-18
             1.37E-18  3.79E-19  1.43E-19  5.40E-20  1.48E-20  5.55E-21  2.07E-21  5.54E-22  2.03E-22
    41       2.37E-14  1.01E-14  3.14E-15  1.27E-15  5.06E-16  1.47E-16  5.73E-17  2.21E-17  6.22E-18  2.37E-18
             9.00E-19  2.49E-19  9.40E-20  3.54E-20  9.70E-21  3.63E-21  1.35E-21  3.62E-22  1.32E-22
    42       1.39E-14  5.83E-15  1.79E-15  7.20E-16  2.85E-16  8.25E-17  3.19E-17  1.23E-17  3.44E-18  1.31E-18
             4.96E-19  1.37E-19  5.16E-20  1.94E-20  5.30E-21  1.98E-21  7.37E-22  1.98E-22  7.24E-23

                                                                                     --------------------------
                                                                                     PRTF= 4  LVLPRT= (3P  2.0)
   ILREP
   -----
     4       9.58E-15  6.77E-15  4.28E-15  3.03E-15  2.14E-15  1.36E-15  9.61E-16  6.81E-16  4.31E-16  3.03E-16
             2.10E-16  1.22E-16  7.66E-17  4.50E-17  2.00E-17  9.95E-18  4.65E-18  1.56E-18  6.45E-19
     5       2.04E-13  1.44E-13  9.11E-14  6.43E-14  4.54E-14  2.86E-14  2.00E-14  1.39E-14  8.35E-15  5.44E-15
             3.35E-15  1.57E-15  8.05E-16  3.78E-16  1.24E-16  4.98E-17  1.92E-17  5.17E-18  1.88E-18
     6       1.85E-13  1.30E-13  8.23E-14  5.80E-14  4.07E-14  2.52E-14  1.73E-14  1.15E-14  6.26E-15  3.64E-15
             1.94E-15  7.30E-16  3.16E-16  1.28E-16  3.58E-17  1.32E-17  4.77E-18  1.22E-18  4.35E-19
     7       5.08E-16  3.59E-16  2.27E-16  1.61E-16  1.14E-16  7.24E-17  5.15E-17  3.68E-17  2.36E-17  1.67E-17
             1.16E-17  6.79E-18  4.25E-18  2.49E-18  1.10E-18  5.47E-19  2.55E-19  8.54E-20  3.53E-20
     8       6.36E-15  4.50E-15  2.84E-15  2.01E-15  1.42E-15  8.98E-16  6.33E-16  4.44E-16  2.71E-16  1.79E-16
             1.11E-16  5.26E-17  2.69E-17  1.27E-17  4.16E-18  1.67E-18  6.42E-19  1.73E-19  6.29E-20
     9       1.20E-14  8.50E-15  5.37E-15  3.79E-15  2.66E-15  1.66E-15  1.14E-15  7.69E-16  4.24E-16  2.50E-16
             1.34E-16  5.09E-17  2.21E-17  8.96E-18  2.51E-18  9.26E-19  3.35E-19  8.60E-20  3.06E-20
    10       1.46E-15  1.03E-15  6.47E-16  4.54E-16  3.17E-16  1.92E-16  1.27E-16  8.04E-17  3.91E-17  2.03E-17
             9.56E-18  3.09E-18  1.21E-18  4.57E-19  1.21E-19  4.33E-20  1.54E-20  3.92E-21  1.39E-21
    11       5.40E-17  3.82E-17  2.42E-17  1.71E-17  1.22E-17  7.80E-18  5.61E-18  4.06E-18  2.66E-18  1.91E-18
             1.34E-18  7.84E-19  4.90E-19  2.87E-19  1.27E-19  6.29E-20  2.93E-20  9.79E-21  4.05E-21
    12       5.97E-16  4.22E-16  2.67E-16  1.89E-16  1.34E-16  8.55E-17  6.10E-17  4.34E-17  2.70E-17  1.81E-17
             1.14E-17  5.43E-18  2.79E-18  1.31E-18  4.31E-19  1.73E-19  6.66E-20  1.80E-20  6.53E-21
    13       1.37E-15  9.68E-16  6.12E-16  4.33E-16  3.05E-16  1.92E-16  1.34E-16  9.13E-17  5.15E-17  3.08E-17
             1.67E-17  6.40E-18  2.79E-18  1.13E-18  3.18E-19  1.17E-19  4.24E-20  1.09E-20  3.87E-21
    14       2.66E-16  1.88E-16  1.18E-16  8.31E-17  5.81E-17  3.56E-17  2.39E-17  1.53E-17  7.57E-18  3.99E-18
             1.89E-18  6.16E-19  2.43E-19  9.18E-20  2.42E-20  8.71E-21  3.10E-21  7.89E-22  2.79E-22
    16       8.45E-18  5.98E-18  3.79E-18  2.70E-18  1.93E-18  1.25E-18  9.16E-19  6.78E-19  4.57E-19  3.34E-19
             2.36E-19  1.39E-19  8.71E-20  5.10E-20  2.25E-20  1.12E-20  5.20E-21  1.74E-21  7.18E-22
    17       8.91E-17  6.31E-17  4.00E-17  2.84E-17  2.03E-17  1.31E-17  9.53E-18  6.94E-18  4.46E-18  3.04E-18
             1.93E-18  9.28E-19  4.78E-19  2.25E-19  7.41E-20  2.98E-20  1.15E-20  3.09E-21  1.12E-21
    18       2.20E-16  1.56E-16  9.85E-17  6.99E-17  4.96E-17  3.17E-17  2.25E-17  1.57E-17  9.15E-18  5.56E-18
             3.05E-18  1.18E-18  5.16E-19  2.10E-19  5.90E-20  2.18E-20  7.88E-21  2.02E-21  7.19E-22
    19       5.24E-17  3.70E-17  2.34E-17  1.65E-17  1.16E-17  7.23E-18  4.94E-18  3.23E-18  1.65E-18  8.80E-19
             4.23E-19  1.39E-19  5.49E-20  2.08E-20  5.49E-21  1.97E-21  7.04E-22  1.79E-22  6.34E-23
    22       1.66E-18  1.18E-18  7.49E-19  5.36E-19  3.87E-19  2.58E-19  1.94E-19  1.49E-19  1.04E-19  7.75E-20
             5.54E-20  3.29E-20  2.06E-20  1.21E-20  5.32E-21  2.64E-21  1.23E-21  4.11E-22  1.70E-22
